content,num_unique_words,total_num_words,label
 I think I ve worked on SA enough to understand that I can localize a score I m just not comfortable with using SpamAssassin as a vehicle for drumming up your business at the expense of our user base This is exactly what I think SpamAssassin has always been conservative about adding unproven RBLs and such and this should be the same I think it would make more sense to start Habeas with a less aggressive score one which will not give spammers a quick path into everyone s inbox and after we ve seen evidence that the system works then we can increase the magnitude of the score I say start it with a zero score and put it in 70_cvs_rules_under_test like any other unproven rule Then score it based on actual results not promises My corpus does not yet contain a single non spam or spam message with a Habeas mark Based on that it doesn t impress me and it wouldn t impress the GA either Rules with exactly the same statistics are being dropped from SA right now and I don t see why this should be any different Michael Moncur mgm at starlingtech com http www starlingtech com Furious activity is no substitute for understanding H H Williams This sf net email is sponsored by ThinkGeek Welcome to geek heaven http thinkgeek com sf _______________________________________________ Spamassassin talk mailing list Spamassassin talk lists sourceforge net https lists sourceforge net lists listinfo spamassassin talk ,161,247,hamnspam\ham
http www hughes family org bugzilla show_bug cgi id 804 jm jmason org changed What Removed Added Status NEW RESOLVED Resolution FIXED Additional Comments From jm jmason org 2002 09 02 14 58 ok now in You are receiving this mail because You are the assignee for the bug or are watching the assignee This sf net email is sponsored by OSDN Tired of that same old cell phone Get a new here for FREE https www inphonic com r asp r sourceforge1 refcode1 vs3390 _______________________________________________ Spamassassin devel mailing list Spamassassin devel lists sourceforge net https lists sourceforge net lists listinfo spamassassin devel ,81,103,hamnspam\ham
Quoting Waider waider waider ie Niall Sheridan wrote A power cycle will do it Other than that it s chipset specific sure tried powercycling an internal modem recently Waider This is Rick Moen bait Thanks It was delicious Cheers That article and its poster have been cancelled Rick Moen David B O Donnel sysadmin for America Online rick linuxmafia com Irish Linux Users Group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information List maintainer listmaster linux ie ,71,83,hamnspam\ham
"[<email.message.Message object at 0x0000020CF3132790>, <email.message.Message object at 0x0000020CF31320D0>]",0,0,hamnspam\ham
URL http boingboing net 85494359 Date Not supplied Amazing story about the dabba wallahs India s 112 year old meal delivery system that outdoes FedEx using pictograms bicycles and largely illiterate but well compensated deliverypeople As part of the tiffin distribution process every day the meals are picked up from commuters homes in Mumbai long after the commuters have left for work delivered to them on time then picked up and delivered home before the commuters return Each tiffin carrier has painted on its top a number of symbols that identify where the carrier was picked up the originating and destination stations and the address to which it is to be delivered After the tiffin carriers are picked up they are taken to the nearest railway station where they are sorted according to the destination station At the destination station they are unloaded by other dabba wallahs and re sorted this time according to street address and floor The 80 kg crates of carriers carried on dabba wallahs heads hand wagons and cycles are delivered at 12 30 p m picked up at 1 30 p m and returned when they came The system relies on multiple relays of dabba wallahs and a single tiffin box may change hands up to three times during its journey from home to office Link 1 Discuss 2 _Thanks Tom _ 1 http in news yahoo com 020920 43 1vfdw html 2 http www quicktopic com boing H H96NaZc8PTyq ,153,245,hamnspam\ham
URL http boingboing net 85485824 Date Not supplied The British government has invited the local equivalent of the RIAA to fund an anti piracy post As Charlie puts it Mr Fox here s the new set of hen house keys you ordered The UK music industry is to co fund a new post at the Department for Culture Media and Sport DCMS to act as a link with the government in the struggle with music piracy Link 1 Discuss 2 _via Charlie s Diary 3 _ 1 http news bbc co uk 1 hi entertainment music 2276388 stm 2 http www quicktopic com boing H nYc4wgMrjwLbq 3 http www antipope org charlie blosxom cgi ,85,114,hamnspam\ham
URL http boingboing net 85482094 Date Not supplied Janis Ian a brave and talented recording artist and budding and talented science fiction writer has done a terrific interview with the Slashdot groupmind about her views on the music industry Seriously diversity is something record companies can t afford anymore not the majors at any rate I d go to this article posted at Linux Journal which quotes a Newsweet article July 15 2002 by Steven Levy saying So why are the record labels taking such a hard line My guess is that it s all about protecting their Internet challenged business model Their profit comes from blockbuster artists If the industry moved to a more varied ecology independent labels and artists would thrive to the detriment of the labels which would have trouble rustling up the rubes to root for the next Britney The smoking gun comes from testimony of an RIAA backed economist who told the government fee panel that a dramatic shakeout in Webcasting is inevitable and desirable because it will bring about market consolidation That s really it in a nutshell Market consolidation means the less artists they have to promote the less ultimate dollars they ll spend The smaller the playlist the greater the chance that audiences will buy something from that playlist alone because that s all you ll be able to find out there Link 1 Discuss 2 1 http slashdot org article pl sid 02 09 23 133228 2 http www quicktopic com boing H 8nEQCxZaP8U6X ,180,253,hamnspam\ham
URL http boingboing net 85482094 Date Not supplied Janis Ian a brave and talented recording artist and budding and talented science fiction writer has done a terrific interview with the Slashdot groupmind about her views on the music industry Seriously diversity is something record companies can t afford anymore not the majors at any rate I d go to this article posted at Linux Journal which quotes a Newsweet article July 15 2002 by Steven Levy saying So why are the record labels taking such a hard line My guess is that it s all about protecting their Internet challenged business model Their profit comes from blockbuster artists If the industry moved to a more varied ecology independent labels and artists would thrive to the detriment of the labels which would have trouble rustling up the rubes to root for the next Britney The smoking gun comes from testimony of an RIAA backed economist who told the government fee panel that a dramatic shakeout in Webcasting is inevitable and desirable because it will bring about market consolidation That s really it in a nutshell Market consolidation means the less artists they have to promote the less ultimate dollars they ll spend The smaller the playlist the greater the chance that audiences will buy something from that playlist alone because that s all you ll be able to find out there Link 1 Discuss 2 1 http slashdot org article pl sid 02 09 23 133228 2 http www quicktopic com boing H 8nEQCxZaP8U6X ,180,253,hamnspam\ham
Hi Thank you for the useful replies I have found some interesting tutorials in the ibm developer connection https www6 software ibm com developerworks education j sec1 and https www6 software ibm com developerworks education j sec2 Registration is needed I will post the same message on the Web Application Security list as suggested by someone For now I thing I will use md5 for password checking I will use the approach described in secure programmin fo linux and unix how to I will separate the authentication module so I can change its implementation at anytime Thank you again Mario Torre Please avoid sending me Word or PowerPoint attachments See http www fsf org philosophy no word attachments html ,89,119,hamnspam\ham
 How were these msgs broken up into the 5 sets Set4 in particular is giving the other sets severe problems and Set5 blows the f n rate on everything it s predicting when the rates across runs within a training set vary by as much as a factor of 25 it suggests there was systematic bias in the way the sets were chosen For example perhaps they were broken into sets by arrival time If that s what you did you should go back and break them into sets randomly instead If you did partition them randomly the wild variance across runs is mondo mysterious They weren t partitioned in any particular scheme I think I ll write a reshuffler and move them all around just in case fwiw I m using MH style folders with numbered files means you can just use MH tools to manipulate the sets For whatever reason there appear to be few of those in BruceG s spam collection I added code to strip uuencoded sections and pump out uuencode summary tokens instead I ll check it in It didn t make a significant difference on my usual test run a single spam in my Set4 is now judged as ham by the other 4 sets nothing else changed It does shrink the database size here by a few percent Let us know whether it helps you I ll give it a go Anthony Baxter anthony interlink com au It s never too late to have a happy childhood ,166,254,hamnspam\ham
URL http www newsisfree com click 6 8582593 1440 Date Not supplied The popularity of garage or car boot sales could be behind a recent worldwide resurgence of the nuisance bugs says a UK scientist ,33,35,hamnspam\ham
On 12 Sep 2002 Gary Lawrence Murphy wrote So much for carnivore Yep that ws the plan all alng with my typos I am the only one to be consistently fighting the evls of da vore ,34,36,hamnspam\ham
On Thu Sep 05 2002 at 08 53 16PM 0400 Theo Van Dinter wrote On Thu Sep 05 2002 at 06 16 57PM 0500 Mike Burger wrote You might be better asking this on the spamassassin talk list The folks there will almost definitely have an answer for this I posted a fairly lengthy complete answer to this problem and how to get around it in SA 2 41 on the spamassassin talk list Thanks for the post there it answered all my questions about spamassassin razor interaction Now for a razor question I m worried about having a server full of razor agent log files which keep on growing Is it possible to configure razor log via SYSLOG to make it easy to rotate logs Searching through the man pages didn t turn anything up Otherwise I ll have to write a script to go through each user s home directory looking for razor agent log files to rotate periodically Thanks Dave This sf net email is sponsored by OSDN Tired of that same old cell phone Get a new here for FREE https www inphonic com r asp r sourceforge1 refcode1 vs3390 _______________________________________________ Razor users mailing list Razor users lists sourceforge net https lists sourceforge net lists listinfo razor users ,146,212,hamnspam\ham
Once upon a time Lance wrote I have failed dependencies in RPM database to I am unable to use apt get I requests to run apt get f install to fix these dependencies however I get these errors when running apt get f install error unpacking of archive failed on file usr share libgcj zip 3c5b5e75 cpio MD5 sum mismatch E Sub process bin rpm returned an error code 1 root localhost root I d say that the file apt downloaded is corrupted Maybe trying apt get clean to remove all downloaded files first would solve the problem Matthias Matthias Saou World Trade Center Edificio Norte 4 Planta System and Network Engineer 08039 Barcelona Spain Electronic Group Interactive Phone 34 936 00 23 23 _______________________________________________ RPM List mailing list RPM List freshrpms net http lists freshrpms net mailman listinfo rpm list ,106,141,hamnspam\ham
"[<email.message.Message object at 0x0000020CF30A8B80>, <email.message.Message object at 0x0000020CF30A8910>]",0,0,hamnspam\ham
On Wed Oct 02 2002 at 10 45 04PM 0200 Matthias Saou wrote So I ve attached a patch to specify an alternate kernel by setting the TARGET_KERNEL environment variable before running rpmbuild You still need to have the rpm for the specified kernel installed but at least it doesn t have to be currently running It s kinda hackish so if someone has a better way to do this let me know That idea looks good although it maybe needs to be tweaked a bit more what you sent doesn t support packages named kernel smp I d also prefer a cleaner way than the env variable and preferrably not editing the spec probably define target 2 4 xx xx with smp Sound good enough The BuildRequires on kernel source will also need to be removed because it won t necessarily need to be true and that does bug me a bit The define is exactly what I was looking for I was trying to figure out a way to do it within the mechanism of rpm like the with switches but for some reason didn t think of using define My computer is currently gone for repairs but once it s back I ll rewrite the specfile add support for kernel smp and email it to the list for further criticism As far as requiring kernel source I don t feel it s a big problem If you re gonna go to the trouble of packaging custom kernels into rpms it s not a far stretch to package the source tree too as I currently do Also I ve found that the alsa driver source needs a usb related patch to compile under the latest test kernels 2 4 20 preX Are other people seeing the same thing or is this just a problem with my setup gary P S If I didn t mention it before thanks for the alsa packages They greatly simplified what used to take way too long before _______________________________________________ RPM List mailing list RPM List freshrpms net http lists freshrpms net mailman listinfo rpm list ,209,352,hamnspam\ham
Martin Adamson wrote And we know how unbiased MEMRI is don t we Oh of course you re right any information not coming from a source that fits your pre conceived world view can simply be dismissed out of hand Martin For goddess sake Martin that seems to be exactly what you re doing You started your reply to Tim s posting of the Guardian article by suggesting that it was factually inaccurate Did you actually read it or did you just assume that if the Grauniad writes about a Muslim extremist they must be making him out as an all round nice guy Stewart Stewart Smith Scottish Microelectronics Centre University of Edinburgh http www ee ed ac uk sxs Yahoo Groups Sponsor 4 DVDs Free s p Join Now http us click yahoo com pt6YBB NXiEAA MVfIAA 7gSolB TM To unsubscribe from this group send an email to forteana unsubscribe egroups com Your use of Yahoo Groups is subject to http docs yahoo com info terms ,130,167,hamnspam\ham
John Hall wrote It wasn t gloating it was one for the horror file And of course for the Palestinians it wasn t a mistake which is a key part of the horror I m not against American taxpayers remodeling a school honoring a killer if we do it with a daisy cutter I m sure the plan is that it will be renamed for the settler who kills the last Palestinian in a few years Owen ,55,77,hamnspam\ham
 BEGIN PGP SIGNED MESSAGE Hash SHA1 Your actual serial number is 1519761310 from a dig I ve just done Try resetting the zone number to 2002082901 some of your secondaries seem to have a serial number below that so they clearly regard 1519761310 as being less than 2002082601 That should enable them to pick up the new zonefile T At 11 49 02 09 2002 0100 Ray Dermody wrote Hi All The serial number in our hosts files on our DNS server has gone corrupt e g 2002082999999999901 should be 20002082901 Its okay to set this back to todays date but I understand that our secondary and terninary DNS servers will only update from the master hosts file if the master host serial number is greater than the current serial number in the hosts file Is there any way I can reset this on the secondary and terninary DNS servers Ray Dermody Computing Services Technician I T Carlow 0503 76271 Irish Linux Users Group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information List maintainer listmaster linux ie VIA NET WORKS Ireland is a wholly owned Limited Irish Company Although connected to the VIA Global Network VIA NET WORKS Ireland is separate from and is not owned by VIA NET WORKS Inc or any member of the VIA NET WORKS Inc Group BEGIN PGP SIGNATURE Version PGPfreeware 7 0 3 for non commercial use http www pgp com iQA AwUBPXNFo76WYZbx1eG3EQLfNwCfakNapOkbg26j1jqQQEHgIWFd4s0AoP4J GLBtgr1K8fzYlnnRNcfT3fSt Rurr END PGP SIGNATURE Irish Linux Users Group ilug linux ie http www linux ie mailman listinfo ilug for un subscription information List maintainer listmaster linux ie ,165,273,hamnspam\ham
Chris Haun wrote We would need someone to sit in the studio 24 7 writing down all this info which sometimes isn t available like from earlier album that don t have serial numbers and barcodes Then still if only the magic 18 people webstream our signal the price would become quite exponential since we play on average 16 songs an hour we d be paying 22 11 everyday to stream to those 18 people So really it does have to do with the internet tax but it is a few reasons together why we can t do it after their kill date Who is John Galt RoUS in the throes of reading Atlas Shrugged again ken P Ken Coar Sanagendamgagwedweinini http Golux Com coar Author developer opinionist http Apache Server Com Millennium hand and shrimp ,113,136,hamnspam\ham
 Bob Sully said Spamassassin 2 30 has been tossing my daily LogWatch 3 3 reports into the spam bucket A recent one generated the folowing hits fixed in CVS I think or at least my logwatches get through fine If it is not fixed in CVS then report it using the correct bug reporting procedure 1 open a Bugzilla bug http bugzilla SpamAssassin org 2 attach a sample mail message as an attachment with all headers intact j This sf net email is sponsored by Jabber The world s fastest growing real time communications platform Don t just IM Build it in http www jabber com osdn xim _______________________________________________ Spamassassin talk mailing list Spamassassin talk lists sourceforge net https lists sourceforge net lists listinfo spamassassin talk ,102,126,hamnspam\ham
 How were these msgs broken up into the 5 sets Set4 in particular is giving the other sets severe problems and Set5 blows the f n rate on everything it s predicting when the rates across runs within a training set vary by as much as a factor of 25 it suggests there was systematic bias in the way the sets were chosen For example perhaps they were broken into sets by arrival time If that s what you did you should go back and break them into sets randomly instead If you did partition them randomly the wild variance across runs is mondo mysterious They weren t partitioned in any particular scheme I think I ll write a reshuffler and move them all around just in case fwiw I m using MH style folders with numbered files means you can just use MH tools to manipulate the sets For whatever reason there appear to be few of those in BruceG s spam collection I added code to strip uuencoded sections and pump out uuencode summary tokens instead I ll check it in It didn t make a significant difference on my usual test run a single spam in my Set4 is now judged as ham by the other 4 sets nothing else changed It does shrink the database size here by a few percent Let us know whether it helps you I ll give it a go Anthony Baxter anthony interlink com au It s never too late to have a happy childhood ,166,254,hamnspam\ham
On Mon 23 Sep 2002 Russell Turpin wrote Here s the better idea Invite her for an afternoon cruise under the Golden Gate bridge in your Stonehorse day sailor Good way heres one that worked for me Work on a database project with that person After a while hand her the keyboard to go get some lunch If when you come back she is talking to the person in the next cube about survivor all the time you were gone go for the one night boom boom plan If when you return she has read thru the help screen to try to figure out what your working on go fro the week long dine and do with options for more IF she finishes the help docs and does some code If when you come back she has done some work on the db s infrastructure cleaned up your code and made a few additions to make it work better and figures that since you have done enough work for the day asks that you bring lunch and your lap top to the big screen projection room to watch your new DVD of startship troopers marry her ,123,196,hamnspam\ham
I m after a recipe for using Razor with Sendmail Unfortunately I can t get Procmail on my hosting but I do have full access to the Sendmail alias list Can anyone point me at some docs for this as I couldn t find anything in the Razor docs Julian Bond Email MSM julian bond voidstar com Webmaster http www ecademy com Personal WebLog http www voidstar com CV Resume http www voidstar com cv M 44 0 77 5907 2173 T 44 0 192 0412 433 This sf net email is sponsored by OSDN Tired of that same old cell phone Get a new here for FREE https www inphonic com r asp r sourceforge1 refcode1 vs3390 _______________________________________________ Razor users mailing list Razor users lists sourceforge net https lists sourceforge net lists listinfo razor users ,100,136,hamnspam\ham
"[<email.message.Message object at 0x0000020CF3080DF0>, <email.message.Message object at 0x0000020CF3080F10>]",0,0,hamnspam\ham
 On Thu 19 Sep 2002 Bill Stoddard wrote How likely are you to change someone s mind by being rude and disrespectful to them Is this how to win friends and influence people Point the first I doubt if they are trying to change Rumsy s mind but rather to show others that there is a vocal and violent opposition to his views With such flagrant showings of opposition there would be more coverage of the opposing ideas and thus the spreading of the dissenting meme A viri need not comply with the wishes of the attacked host rather the host had better make some antibodies or learn to adapt Point the second Historicaly the in yer face mode of confrontation has been used to gain popular support and to grow from seeds grass roots movements Witness the big bold in yer face signature of Hancock on the in yer face Declaration of the american colonies to the governing powers of england Witness also the chicago seven Others will follow in examplare form upon digging Now point the third is it annoying Yes and if your annoyed then the in yer facers have done thier job Sad to say the polite persnikiters are teh very fule the in yer facers hope to ignite If your burning your being used Pointed the personal The politics of the polite are more often the refuge of backstabings closed mouth recourlessness and hypocritcal behavoirs Id rather hear what those who oppose me have to say than quietly be knifed by the slow hand of the coward Seek not the polite or impolite but rather the reasons why tom Good points all but they don t apply in this case Someone is speaking and a group of selfish bastards only interested in getting their rocks off are trying to shout him down they are doing it because it s good for the soul Kind like Chuckie Manson doing the stuff he did cause it was good for his soul Unprincipled and evil It s got nothing to do with throwing tea in the harbor or the DoI Bill ,225,353,hamnspam\ham
use Perl Daily Newsletter In this issue This Week on perl5 porters 30 September 6 October 2002 RATS This Week on perl5 porters 30 September 6 October 2002 posted by rafael on Monday October 07 07 12 summaries http use perl org article pl sid 02 10 07 1124226 It was a busy week indeed with long threads interesting bugs clever fixes miscellaneous optimizations some new ideas a few jokes mysterious failures and finally a security hole Read on This story continues at http use perl org article pl sid 02 10 07 1124226 Discuss this story at http use perl org comments pl sid 02 10 07 1124226 RATS posted by KM on Monday October 07 09 01 news http use perl org article pl sid 02 10 07 132252 Odud writes RATS the Rough Auditing Tool for Security is a security auditing utility for C C Python Perl and PHP code RATS scans source code finding potentially dangerous function calls The goal of this project is not to definitively find bugs The current goal is to provide a reasonable starting point for performing manual security audits Produced by 0 Secure Software Uses a database so you can alter what you want it to look for Not a replacement for using stricture or your head but is a good place to start some security auditing on your Perl Discuss this story at http use perl org comments pl sid 02 10 07 132252 Links 0 http www securesoftware com rats php Copyright 1997 2002 pudge All rights reserved You have received this message because you subscribed to it on use Perl To stop receiving this and other messages from use Perl or to add more messages or change your preferences please go to your user page http use perl org my messages You can log in and change your preferences from there ,170,313,hamnspam\ham
URL http www newsisfree com click 3 8483156 1440 Date Not supplied Keys encoded in photons of light are sent 23 kilometres through air an important step towards a secure global communications system ,33,33,hamnspam\ham
"[<email.message.Message object at 0x0000020CF31322B0>, <email.message.Message object at 0x0000020CF3132D00>]",0,0,hamnspam\ham
"[<email.message.Message object at 0x0000020CF3080E20>, <email.message.Message object at 0x0000020CF3080F70>]",0,0,hamnspam\ham
use Perl Daily Headline Mailer Two OSCON Lightning Talks Online posted by gnat on Friday August 30 18 37 news http use perl org article pl sid 02 08 30 2238234 Copyright 1997 2002 pudge All rights reserved You have received this message because you subscribed to it on use Perl To stop receiving this and other messages from use Perl or to add more messages or change your preferences please go to your user page http use perl org my messages You can log in and change your preferences from there ,68,92,hamnspam\ham
Matthias Saou matthias rpmforge net wrote I ve rebuilt a new alsaplayer package based on Angle s one Cool one less package to maintain One interesting thing about alsaplayer is that RedHat s XMMS package in RH8 will probably not play mp3 files But alsaplayer does play mp3s out of the box Also they are developing rapidly in their CVS and looks like their next version of alsaplaer will be pretty cool but I have no idea when it will be ready That s angle as in geometry _______________________________________________ RPM List mailing list RPM List freshrpms net http lists freshrpms net mailman listinfo rpm list ,83,105,hamnspam\ham
On Fri Sep 13 2002 at 02 03 Robert Elz wrote Date Wed 11 Sep 2002 20 15 00 0700 From Brent Welch welch panasas com exmh has a funky cut paste model that is essentially all my fault The middle click sets the insert point If you hate that go to the Bindings Simple Edit preferences window and de select Paste Sets Insert Unfortunately the side effect of that solution is that it is no longer possible to cut paste within one sedit window some intermediate client always must be used except in the rare case where you want to select some text and then paste it at the same place So the vast majority of people probably want that Paste Sets Insert enabled that one you can learn to live with the other is much more painful For a long time I have used an external editor with exmh gvim I can cut n paste from exmh s message display window into spawned gvim processes but not into anything else This is VERY annoying I have to look at the message with cat or less or whatever in a terminal window if I want to do this which is quite often And if the message is q p encoded or a non text plain mime type I end up with all that raw garbage too Anyway to fix this BTW standard i386 redhat7 3 Thanks kre Cheers Tony _______________________________________________ Exmh users mailing list Exmh users redhat com https listman redhat com mailman listinfo exmh users ,173,257,hamnspam\ham
On Fri 6 Sep 2002 CDale wrote It also depends on what the fad is or what is in style DNA s idea of fads is on the 100 kiloyear scale unfortunately As long as current fads don t involve in vivo rewrite of the genome homeoboxes including now there s a problem for you homeoboxing the adult they re not all that smart an idear Actualy our silly antiquated ideas about relationships and love have resulted in the bleedings of many upon many a page and musical instrumnet and canvas What s the problem if we dash a little Mrs Art is sure nice However if art is our first priority we re kinda fux0red if we ve set our sight on a sustainable culture Dash on them Or cayenne Or ginger mm ask me about ginger root play And let me tell you this just because a child happens to be single parented what a word does not mean that child is dysfunctional or lives in a dysfunctional home The govt media church Our firmware is not built to be single parented You can counteract that somewhat by exposing the kid to a community of close friends but not too many do that has tried to make it look like there is a disintegration when in fact there is a coming together of other family members and friends to raise children It s not decaying it s changing Nothing wrong with change I don t know what exactly is wrong but something is definitely wrong This is way too important to be left to just our intuition of what is right and what is wrong At least from the viewpoint of demographics sustainability and counterpressure to gerontocracy and resulting innovatiophobia we re doing something wrong Maybe we should really go dirty Tleilaxu all the way Maybe y all should buy m w some more bandwidth m w ,198,319,hamnspam\ham
Matthias Saou matthias egwn net wrote You re really better off backuping all placed where you know you ve hand edited or installed some files For me that s only etc root and home Then you reinstall cleanly formating put your home files back into place and you re ready to go Matthias I gotta believe you I ve been using your RPMs for some time now That s the way I ll do it A clean start but with the old configs at the ready for diff ing when needed I ll find some old HD for those media files That s angle as in geometry _______________________________________________ RPM List mailing list RPM List freshrpms net http lists freshrpms net mailman listinfo rpm list ,91,124,hamnspam\ham
use Perl Daily Newsletter In this issue Using Web Services with Perl and AppleScript Using Web Services with Perl and AppleScript posted by pudge on Wednesday September 25 08 12 links http use perl org article pl sid 02 09 25 129231 0 jonasbn writes An article on 1 Perl AppleScript and Web Services by Randal L Schwartz has been published on O ReillyNet See AppleScript and Perl work together Discuss this story at http use perl org comments pl sid 02 09 25 129231 Links 0 mailto jonasbnNO SPAMe diot dk 1 http www oreillynet com pub a javascript synd 2002 09 24 applescript_perl html Copyright 1997 2002 pudge All rights reserved You have received this message because you subscribed to it on use Perl To stop receiving this and other messages from use Perl or to add more messages or change your preferences please go to your user page http use perl org my messages You can log in and change your preferences from there ,104,167,hamnspam\ham
At Fermi yes I m back there long story we re buying 4U systems like the fiscal year is ending We have 20 ASA IR4US1 systems not pushing them there are some other similar units available with 60 more on order They re 2 1 2 TB for 10K although we add a separate IDE or SCSI system disk because the 3Ware RAID controllers can saturate Intel SDS2 motherboard 2 1 4GHz P3s 2 GB ram 2 3Ware 7850 Raid controllers 16 160GB Maxtors SysKonnect gigabit enet Fermi RedHat 7 3 http www asacomputers com cgi bin index fcg action displayscreen templateid 25 There s some interesting info at http mit fnal gov msn cdf caf server_evaluation html We ve decided to go with XFS which Linus has just merged into the 2 5 tree mostly because none of the other journaled fs s can maintain 30 GB s rates with a nearly full filesystem mostly GB files with random deletions we use these systems for caching our 2 petabyte tape store Ext3 almost did it but dropped from from 38MB s to 10 with random deletions and didn t want to do direct io at all Only concern is an occasional system lock up we haven t chased down yet A load avg 100 is always a patio of fun Oddly even fairly beefy systems like these will breathe hard to keep up with the new STK 9940B tape drives which crank along at a steady 30GB s And you oldforktimers will remember doofus my old file server system It would only take 2 1 of rackspace now instead of 14 racks Cheers Wayne ,207,275,hamnspam\ham
Russell Turpin wrote Invite her for an afternoon cruise under the Golden Gate bridge in your Stonehorse day sailor Sounds good Under way ask her if she d like to take the stick Whoah That s a rather direct approach R A Hettinga quoted From Somebody what I did in 1983 was to rent a plane from the Moffett Field flying club and take her on an aerial tour Sounds great I can t recall whether or not I gave her any stick time Can t remember if he s in the mile high club Even worse R ,77,98,hamnspam\ham
 I am a tv twm user when I snarf text into my mouse cut buffer and then attempt to inject it into the exmh input windows for comp repl the point is often an apparently random place in the text pane not where I think I have current flashing cursor I usually wipe out any of To Subject random body with the text Its often not even beginning of line denoted ie its an unexplicable number of char spaces in to the text where it inserts What am I doing wrong in either X WM shell EXMH which is causing this cheers George _______________________________________________ Exmh users mailing list Exmh users redhat com https listman redhat com mailman listinfo exmh users ,88,120,hamnspam\ham
On Thu Aug 22 2002 at 10 58 34PM 0200 Robert Harley wrote An apparent quote from Dubya from the Times sent to me by my Dad http www timesonline co uk printFriendly 0 1 43 351083 00 html http www snopes com quotes bush htm Claim President George W Bush proclaimed The problem with the French is that they don t have a word for entrepreneur Status False Origins Yet another French fried George W Bush is dumb story has been taken up by those who like their caricatures drawn in stark bold lines According to scuttlebutt that emerged in the British press in July 2002 President Bush Britain s Prime Minister Tony Blair and France s President Jacques Chirac were discussing economics and in particular the decline of the French economy The problem with the French Bush afterwards confided in Blair is that they don t have a word for entrepreneur The source was Shirley Williams also known as the Baroness Williams of Crosby who claimed my good friend Tony Blair had recently regaled her with this anecdote in Brighton Lloyd Grove of The Washington Post was unable to reach Baroness Williams to gain her confirmation of the tale but he did receive a call from Alastair Campbell Blair s director of communications and strategy I can tell you that the prime minister never heard George Bush say that and he certainly never told Shirley Williams that President Bush did say it Campbell told The Post If she put this in a speech it must have been a joke This is far from the first time Bush has been made the butt of a jibe meant to showcase what some perceive as his less than stellar intellectual abilities Without straining our memories too hard we can come up with three other instances we ve chronicled on this site In the summer of 2001 the joke of the moment centered upon a supposed study that had resulted in the ranking of Presidential IQs with George W Bush being pegged as the Chief Executive who scraped the bottom of the intelligence barrel In December 2000 it was a fake Nostradamus quatrain which pontificated that the village idiot would win the 2000 Presidential election And in the spring of 2002 it was the story of Bush s waving at Stevie Wonder that set folks to chortling up their sleeves Stories that illustrate this widely believed intellectual shortcoming will always waft after George W Bush because they seemingly confirm what many already hold as true about this public figure that he s not the brightest fellow that s ever been It is human nature to revel in yarns that the hearer at some level agrees with thus tales of this sort will always fall upon appreciative ears Barbara ears of corn Mikkelson Last updated 29 July 2002 http xent com mailman listinfo fork ,287,481,hamnspam\ham
On Sun 8 Sep 2002 Gordon Mohr wrote Gary Lawrence Murphy cynicizes Hmmm just as I thought In other words it has no practical uses whatsoever Online gaming continues to grow Screw Britannia real life Britain would be a fun world to wander conquer explore virtually in role playing or real time strategy games Andthus Geocaching this would make a nice little let me check this set of coord out before we trek into 10 feet of quicksand ,72,78,hamnspam\ham
Tony L Svanstrom wrote On Sun 15 Sep 2002 the voices made Marc Perkel write Right now we have one spam status flag indicating that a message is or is not spam The idea being that the end user perhaps make a rule that would move the spam flagged messages into a spam folder and thus gain some time by presorting messages into to piles If you people don t know enough to filter on the actual score they ve got the stars which will give them more than enough levers if they want it Tony Sure we developers know that but what I m talking about is making it easier for END USERS to figure out This sf net email is sponsored by ThinkGeek Welcome to geek heaven http thinkgeek com sf _______________________________________________ Spamassassin devel mailing list Spamassassin devel lists sourceforge net https lists sourceforge net lists listinfo spamassassin devel ,115,151,hamnspam\ham
URL http www newsisfree com click 2 8418808 1717 Date 2002 10 01T04 30 17 01 00 The Cincinnati Enquirer ,20,20,hamnspam\ham
 J Jim Whitehead ejw cse ucsc edu writes J You open sourced the new components you developed for this J project so the next person who comes along won t have to J reimplement them right No need All those components already exist either in the Java class libraries or from the various java jar collections Most of the classes I used came from the Jakarta project and ApacheXML But if it s any consolation my threading of them all together into a newswire server is GPL and available on sourceforge Gary Lawrence Murphy garym teledyn com TeleDynamics Communications Inc Business Advantage through Community Software http www teledyn com Computers are useless They can only give you answers Pablo Picasso ,103,120,hamnspam\ham
So then Tim Peters tim one comcast net is all like I m not sure what you re doing but suspect you re storing individual WordInfo pickles If so most of the administrative pickle bloat is due to that and doesn t happen if you pickle an entire classifier instance directly Yeah that s exactly what I was doing I didn t realize I was incurring administrative pickle bloat this way I m specifically trying to make things faster and smaller so I m storing individual WordInfo pickles into an anydbm dict keyed by token The result is that it s almost 50 times faster to score messages one per run our of procmail 408s vs 18 851s However it does say all over the place that the goal of this project isn t to make the fastest or the smallest implementation so I guess I ll hold off doing any further performance tuning until the goal starts to point more in that direction 4 seconds is probably fast enough for people to use it in their procmailrc which is what I was after If you re desparate to save memory write a subclass That s probably what I ll do if I get too antsy Trying to think of ways to sneak administrative pickle boat into casual conversation Neale ,140,220,hamnspam\ham
